class_code,class_name,row,col,x,y,block_id,random_split
30,Grassland,2102,1162,642385.0,5347975.0,B10_05,test
30,Grassland,1690,375,634515.0,5352095.0,B08_01,train
30,Grassland,1017,1346,644225.0,5358825.0,B05_06,test
30,Grassland,500,1154,642305.0,5363995.0,B02_05,test
30,Grassland,906,740,638165.0,5359935.0,B04_03,train
30,Grassland,1594,472,635485.0,5353055.0,B07_02,test
30,Grassland,1563,1229,643055.0,5353365.0,B07_06,test
30,Grassland,1331,1095,641715.0,5355685.0,B06_05,train
30,Grassland,548,955,640315.0,5363515.0,B02_04,train
30,Grassland,280,1076,641525.0,5366195.0,B01_05,train
30,Grassland,1666,767,638435.0,5352335.0,B08_03,train
30,Grassland,1757,665,637415.0,5351425.0,B08_03,train
30,Grassland,1905,1340,644165.0,5349945.0,B09_06,train
30,Grassland,1294,548,636245.0,5356055.0,B06_02,train
30,Grassland,1379,603,636795.0,5355205.0,B06_03,train
30,Grassland,989,840,639165.0,5359105.0,B04_04,train
30,Grassland,174,900,639765.0,5367255.0,B00_04,test
30,Grassland,938,727,638035.0,5359615.0,B04_03,train
30,Grassland,1593,1178,642545.0,5353065.0,B07_05,test
30,Grassland,1654,880,639565.0,5352455.0,B08_04,train
30,Grassland,1614,603,636795.0,5352855.0,B08_03,train
30,Grassland,628,741,638175.0,5362715.0,B03_03,train
30,Grassland,658,653,637295.0,5362415.0,B03_03,train
30,Grassland,1977,1335,644115.0,5349225.0,B09_06,train
30,Grassland,1287,1061,641375.0,5356125.0,B06_05,train
30,Grassland,1697,1419,644955.0,5352025.0,B08_07,train
30,Grassland,1270,1090,641665.0,5356295.0,B06_05,test
30,Grassland,1307,858,639345.0,5355925.0,B06_04,test
30,Grassland,861,511,635875.0,5360385.0,B04_02,train
30,Grassland,1677,685,637615.0,5352225.0,B08_03,test
30,Grassland,1581,578,636545.0,5353185.0,B07_02,test
30,Grassland,1653,293,633695.0,5352465.0,B08_01,test
30,Grassland,1747,521,635975.0,5351525.0,B08_02,test
30,Grassland,1578,1190,642665.0,5353215.0,B07_05,test
30,Grassland,1346,1102,641785.0,5355535.0,B06_05,test
30,Grassland,1783,570,636465.0,5351165.0,B08_02,train
30,Grassland,1356,604,636805.0,5355435.0,B06_03,test
30,Grassland,301,1103,641795.0,5365985.0,B01_05,train
30,Grassland,705,1041,641175.0,5361945.0,B03_05,train
30,Grassland,167,925,640015.0,5367325.0,B00_04,train
30,Grassland,637,778,638545.0,5362625.0,B03_03,train
30,Grassland,2161,1152,642285.0,5347385.0,B10_05,test
30,Grassland,1530,1103,641795.0,5353695.0,B07_05,test
30,Grassland,2064,1090,641665.0,5348355.0,B10_05,train
30,Grassland,1519,674,637505.0,5353805.0,B07_03,test
30,Grassland,761,581,636575.0,5361385.0,B03_02,train
30,Grassland,1516,479,635555.0,5353835.0,B07_02,train
30,Grassland,1687,267,633435.0,5352125.0,B08_01,train
30,Grassland,1478,1002,640785.0,5354215.0,B07_05,train
30,Grassland,1507,720,637965.0,5353925.0,B07_03,train
30,Grassland,940,707,637835.0,5359595.0,B04_03,train
30,Grassland,1105,1238,643145.0,5357945.0,B05_06,train
30,Grassland,582,721,637975.0,5363175.0,B02_03,train
30,Grassland,2071,1037,641135.0,5348285.0,B10_05,test
30,Grassland,1582,1145,642215.0,5353175.0,B07_05,train
30,Grassland,1583,1109,641855.0,5353165.0,B07_05,train
30,Grassland,1479,1165,642415.0,5354205.0,B07_05,train
30,Grassland,1735,1379,644555.0,5351645.0,B08_06,train
30,Grassland,213,927,640035.0,5366865.0,B01_04,train
30,Grassland,859,1296,643725.0,5360405.0,B04_06,test
30,Grassland,756,782,638585.0,5361435.0,B03_03,train
30,Grassland,466,1218,642945.0,5364335.0,B02_06,train
30,Grassland,400,1138,642145.0,5364995.0,B02_05,train
30,Grassland,1072,689,637655.0,5358275.0,B05_03,train
30,Grassland,645,853,639295.0,5362545.0,B03_04,test
30,Grassland,1748,1134,642105.0,5351515.0,B08_05,test
30,Grassland,1930,1065,641415.0,5349695.0,B09_05,train
30,Grassland,2001,1171,642475.0,5348985.0,B10_05,train
30,Grassland,1583,570,636465.0,5353165.0,B07_02,test
30,Grassland,1723,405,634815.0,5351765.0,B08_02,test
30,Grassland,897,1311,643875.0,5360025.0,B04_06,train
30,Grassland,461,941,640175.0,5364385.0,B02_04,train
30,Grassland,914,653,637295.0,5359855.0,B04_03,train
30,Grassland,901,643,637195.0,5359985.0,B04_03,test
30,Grassland,1573,482,635585.0,5353265.0,B07_02,test
30,Grassland,1574,386,634625.0,5353255.0,B07_01,test
30,Grassland,1171,1260,643365.0,5357285.0,B05_06,train
30,Grassland,1439,715,637915.0,5354605.0,B07_03,test
30,Grassland,2146,1105,641815.0,5347535.0,B10_05,test
30,Grassland,1597,1149,642255.0,5353025.0,B07_05,train
30,Grassland,2033,1063,641395.0,5348665.0,B10_05,train
30,Grassland,1594,1281,643575.0,5353055.0,B07_06,train
30,Grassland,1596,1137,642135.0,5353035.0,B07_05,test
30,Grassland,1781,467,635435.0,5351185.0,B08_02,train
30,Grassland,1759,372,634485.0,5351405.0,B08_01,train
30,Grassland,1612,649,637255.0,5352875.0,B08_03,train
30,Grassland,913,734,638105.0,5359865.0,B04_03,train
30,Grassland,661,757,638335.0,5362385.0,B03_03,train
30,Grassland,909,1393,644695.0,5359905.0,B04_06,test
30,Grassland,1721,400,634765.0,5351785.0,B08_02,train
30,Grassland,2089,1131,642075.0,5348105.0,B10_05,test
30,Grassland,1954,1070,641465.0,5349455.0,B09_05,train
30,Grassland,1598,719,637955.0,5353015.0,B07_03,test
30,Grassland,1728,1142,642185.0,5351715.0,B08_05,train
30,Grassland,1471,882,639585.0,5354285.0,B07_04,train
30,Grassland,1537,1207,642835.0,5353625.0,B07_06,train
30,Grassland,1593,442,635185.0,5353065.0,B07_02,train
30,Grassland,623,924,640005.0,5362765.0,B03_04,train
30,Grassland,1560,393,634695.0,5353395.0,B07_01,train
30,Grassland,1445,617,636935.0,5354545.0,B07_03,train
30,Grassland,2146,1099,641755.0,5347535.0,B10_05,train
30,Grassland,1694,1116,641925.0,5352055.0,B08_05,train
30,Grassland,1787,406,634825.0,5351125.0,B08_02,train
30,Grassland,2098,1136,642125.0,5348015.0,B10_05,train
30,Grassland,1771,417,634935.0,5351285.0,B08_02,test
30,Grassland,1643,985,640615.0,5352565.0,B08_04,test
30,Grassland,1616,1272,643485.0,5352835.0,B08_06,train
30,Grassland,1504,593,636695.0,5353955.0,B07_02,train
30,Grassland,1588,365,634415.0,5353115.0,B07_01,test
30,Grassland,1498,980,640565.0,5354015.0,B07_04,train
30,Grassland,149,986,640625.0,5367505.0,B00_04,train
30,Grassland,407,1156,642325.0,5364925.0,B02_05,train
30,Grassland,1303,995,640715.0,5355965.0,B06_04,test
30,Grassland,1606,576,636525.0,5352935.0,B08_02,test
30,Grassland,432,1084,641605.0,5364675.0,B02_05,train
30,Grassland,1348,667,637435.0,5355515.0,B06_03,train
30,Grassland,1188,762,638385.0,5357115.0,B05_03,test
30,Grassland,1333,521,635975.0,5355665.0,B06_02,test
30,Grassland,511,912,639885.0,5363885.0,B02_04,train
30,Grassland,1589,470,635465.0,5353105.0,B07_02,train
30,Grassland,445,941,640175.0,5364545.0,B02_04,train
30,Grassland,1520,832,639085.0,5353795.0,B07_04,train
30,Grassland,1535,1217,642935.0,5353645.0,B07_06,test
30,Grassland,1326,1314,643905.0,5355735.0,B06_06,train
30,Grassland,1520,585,636615.0,5353795.0,B07_02,test
30,Grassland,1533,1188,642645.0,5353665.0,B07_05,train
30,Grassland,947,1177,642535.0,5359525.0,B04_05,train
30,Grassland,2084,1179,642555.0,5348155.0,B10_05,train
30,Grassland,564,1152,642285.0,5363355.0,B02_05,train
30,Grassland,1231,1139,642155.0,5356685.0,B06_05,train
30,Grassland,1093,689,637655.0,5358065.0,B05_03,train
30,Grassland,627,1050,641265.0,5362725.0,B03_05,test
30,Grassland,1542,1345,644215.0,5353575.0,B07_06,test
30,Grassland,949,1351,644275.0,5359505.0,B04_06,train
30,Grassland,1733,1120,641965.0,5351665.0,B08_05,train
30,Grassland,493,1122,641985.0,5364065.0,B02_05,train
30,Grassland,822,1307,643835.0,5360775.0,B04_06,test
30,Grassland,1520,1361,644375.0,5353795.0,B07_06,train
30,Grassland,546,1072,641485.0,5363535.0,B02_05,train
30,Grassland,1434,578,636545.0,5354655.0,B07_02,train
30,Grassland,1587,1165,642415.0,5353125.0,B07_05,train
30,Grassland,1314,700,637765.0,5355855.0,B06_03,train
30,Grassland,1238,788,638645.0,5356615.0,B06_03,train
30,Grassland,1288,1054,641305.0,5356115.0,B06_05,train
30,Grassland,1317,519,635955.0,5355825.0,B06_02,train
30,Grassland,1730,1144,642205.0,5351695.0,B08_05,test
30,Grassland,668,1192,642685.0,5362315.0,B03_05,train
30,Grassland,1618,1180,642565.0,5352815.0,B08_05,train
30,Grassland,737,1051,641275.0,5361625.0,B03_05,train
30,Grassland,1528,1281,643575.0,5353715.0,B07_06,test
30,Grassland,1500,703,637795.0,5353995.0,B07_03,train
30,Grassland,1573,651,637275.0,5353265.0,B07_03,train
30,Grassland,798,1353,644295.0,5361015.0,B03_06,train
30,Grassland,1282,749,638255.0,5356175.0,B06_03,train
30,Grassland,1791,608,636845.0,5351085.0,B08_03,train
30,Grassland,696,1160,642365.0,5362035.0,B03_05,train
30,Grassland,837,476,635525.0,5360625.0,B04_02,train
30,Grassland,1505,835,639115.0,5353945.0,B07_04,train
30,Grassland,1299,1096,641725.0,5356005.0,B06_05,train
30,Grassland,1312,519,635955.0,5355875.0,B06_02,train
30,Grassland,1066,673,637495.0,5358335.0,B05_03,train
30,Grassland,516,955,640315.0,5363835.0,B02_04,train
30,Grassland,946,1329,644055.0,5359535.0,B04_06,train
30,Grassland,1074,695,637715.0,5358255.0,B05_03,train
30,Grassland,1503,520,635965.0,5353965.0,B07_02,train
30,Grassland,1644,389,634655.0,5352555.0,B08_01,test
30,Grassland,936,710,637865.0,5359635.0,B04_03,train
30,Grassland,2221,1128,642045.0,5346785.0,B11_05,train
30,Grassland,1761,662,637385.0,5351385.0,B08_03,train
30,Grassland,2153,1139,642155.0,5347465.0,B10_05,train
30,Grassland,1807,291,633675.0,5350925.0,B09_01,test
30,Grassland,1509,1199,642755.0,5353905.0,B07_05,train
30,Grassland,1218,1312,643885.0,5356815.0,B06_06,train
30,Grassland,1205,687,637635.0,5356945.0,B06_03,train
30,Grassland,1326,556,636325.0,5355735.0,B06_02,test
30,Grassland,1413,856,639325.0,5354865.0,B07_04,train
30,Grassland,1437,583,636595.0,5354625.0,B07_02,train
30,Grassland,1816,1052,641285.0,5350835.0,B09_05,train
30,Grassland,1606,1190,642665.0,5352935.0,B08_05,train
30,Grassland,627,960,640365.0,5362725.0,B03_04,test
30,Grassland,2178,1169,642455.0,5347215.0,B10_05,test
30,Grassland,609,703,637795.0,5362905.0,B03_03,test
30,Grassland,297,1015,640915.0,5366025.0,B01_05,train
30,Grassland,1807,624,637005.0,5350925.0,B09_03,train
30,Grassland,1298,552,636285.0,5356015.0,B06_02,train
30,Grassland,513,1009,640855.0,5363865.0,B02_05,train
30,Grassland,1728,479,635555.0,5351715.0,B08_02,train
30,Grassland,1591,1218,642945.0,5353085.0,B07_06,train
30,Grassland,507,1182,642585.0,5363925.0,B02_05,test
30,Grassland,1695,1107,641835.0,5352045.0,B08_05,train
30,Grassland,1577,456,635325.0,5353225.0,B07_02,train
30,Grassland,1478,758,638345.0,5354215.0,B07_03,train
30,Grassland,1475,1011,640875.0,5354245.0,B07_05,train
30,Grassland,683,799,638755.0,5362165.0,B03_03,test
30,Grassland,1630,1352,644285.0,5352695.0,B08_06,test
30,Grassland,1707,691,637675.0,5351925.0,B08_03,test
30,Grassland,1623,419,634955.0,5352765.0,B08_02,train
30,Grassland,1785,307,633835.0,5351145.0,B08_01,test
30,Grassland,1289,1065,641415.0,5356105.0,B06_05,train
30,Grassland,1823,1062,641385.0,5350765.0,B09_05,train
30,Grassland,1609,560,636365.0,5352905.0,B08_02,test
30,Grassland,388,1140,642165.0,5365115.0,B01_05,train
30,Grassland,192,903,639795.0,5367075.0,B00_04,test
30,Grassland,286,1044,641205.0,5366135.0,B01_05,test
30,Grassland,659,757,638335.0,5362405.0,B03_03,train
30,Grassland,573,714,637905.0,5363265.0,B02_03,train
30,Grassland,1633,651,637275.0,5352665.0,B08_03,train
30,Grassland,2175,1168,642445.0,5347245.0,B10_05,train
30,Grassland,932,738,638145.0,5359675.0,B04_03,test
30,Grassland,1456,744,638205.0,5354435.0,B07_03,test
30,Grassland,708,594,636705.0,5361915.0,B03_02,train
30,Grassland,1727,527,636035.0,5351725.0,B08_02,train
30,Grassland,1508,568,636445.0,5353915.0,B07_02,test
30,Grassland,1159,787,638635.0,5357405.0,B05_03,test
30,Grassland,1921,1089,641655.0,5349785.0,B09_05,train
30,Grassland,1590,1049,641255.0,5353095.0,B07_05,train
30,Grassland,1074,680,637565.0,5358255.0,B05_03,train
30,Grassland,1521,646,637225.0,5353785.0,B07_03,train
30,Grassland,714,790,638665.0,5361855.0,B03_03,test
30,Grassland,614,1052,641285.0,5362855.0,B03_05,train
30,Grassland,1404,704,637805.0,5354955.0,B07_03,train
30,Grassland,1625,1269,643455.0,5352745.0,B08_06,train
30,Grassland,1286,1383,644595.0,5356135.0,B06_06,test
30,Grassland,1273,1351,644275.0,5356265.0,B06_06,test
30,Grassland,469,1117,641935.0,5364305.0,B02_05,train
30,Grassland,498,889,639655.0,5364015.0,B02_04,train
30,Grassland,1198,677,637535.0,5357015.0,B05_03,train
30,Grassland,1724,347,634235.0,5351755.0,B08_01,train
30,Grassland,912,738,638145.0,5359875.0,B04_03,train
30,Grassland,1597,716,637925.0,5353025.0,B07_03,train
30,Grassland,872,1297,643735.0,5360275.0,B04_06,test
30,Grassland,713,595,636715.0,5361865.0,B03_02,train
30,Grassland,627,1253,643295.0,5362725.0,B03_06,train
30,Grassland,1535,650,637265.0,5353645.0,B07_03,test
30,Grassland,1607,453,635295.0,5352925.0,B08_02,train
30,Grassland,445,1049,641255.0,5364545.0,B02_05,test
30,Grassland,2055,1063,641395.0,5348445.0,B10_05,test
30,Grassland,1576,475,635515.0,5353235.0,B07_02,train
30,Grassland,461,1084,641605.0,5364385.0,B02_05,train
30,Grassland,667,664,637405.0,5362325.0,B03_03,train
30,Grassland,912,1389,644655.0,5359875.0,B04_06,train
30,Grassland,1398,859,639355.0,5355015.0,B06_04,test
30,Grassland,1663,642,637185.0,5352365.0,B08_03,test
30,Grassland,1702,519,635955.0,5351975.0,B08_02,test
30,Grassland,2136,1106,641825.0,5347635.0,B10_05,train
30,Grassland,2190,1138,642145.0,5347095.0,B10_05,train
30,Grassland,194,927,640035.0,5367055.0,B00_04,train
30,Grassland,1605,948,640245.0,5352945.0,B08_04,train
30,Grassland,1746,1073,641495.0,5351535.0,B08_05,train
30,Grassland,717,970,640465.0,5361825.0,B03_04,train
30,Grassland,1644,556,636325.0,5352555.0,B08_02,train
30,Grassland,1764,419,634955.0,5351355.0,B08_02,train
30,Grassland,1417,681,637575.0,5354825.0,B07_03,train
30,Grassland,1986,1294,643705.0,5349135.0,B09_06,train
30,Grassland,1670,1176,642525.0,5352295.0,B08_05,test
30,Grassland,415,920,639965.0,5364845.0,B02_04,test
30,Grassland,1953,1103,641795.0,5349465.0,B09_05,train
30,Grassland,1502,551,636275.0,5353975.0,B07_02,test
30,Grassland,321,1077,641535.0,5365785.0,B01_05,test
30,Grassland,339,1115,641915.0,5365605.0,B01_05,train
30,Grassland,2081,1155,642315.0,5348185.0,B10_05,train
30,Grassland,1326,564,636405.0,5355735.0,B06_02,train
30,Grassland,1659,641,637175.0,5352405.0,B08_03,train
30,Grassland,934,718,637945.0,5359655.0,B04_03,test
30,Grassland,1634,382,634585.0,5352655.0,B08_01,train
30,Grassland,1769,1253,643295.0,5351305.0,B08_06,test
30,Grassland,466,1152,642285.0,5364335.0,B02_05,train
30,Grassland,1893,1260,643365.0,5350065.0,B09_06,test
30,Grassland,1177,749,638255.0,5357225.0,B05_03,train
30,Grassland,1504,1126,642025.0,5353955.0,B07_05,train
30,Grassland,1452,496,635725.0,5354475.0,B07_02,train
30,Grassland,693,768,638445.0,5362065.0,B03_03,test
30,Grassland,2105,1097,641735.0,5347945.0,B10_05,train
30,Grassland,940,1343,644195.0,5359595.0,B04_06,train
30,Grassland,623,1285,643615.0,5362765.0,B03_06,train
30,Grassland,324,1088,641645.0,5365755.0,B01_05,train
30,Grassland,995,1360,644365.0,5359045.0,B04_06,test
30,Grassland,963,724,638005.0,5359365.0,B04_03,train
30,Grassland,915,744,638205.0,5359845.0,B04_03,train
30,Grassland,1806,646,637225.0,5350935.0,B09_03,test
30,Grassland,1722,648,637245.0,5351775.0,B08_03,train
30,Grassland,2081,1068,641445.0,5348185.0,B10_05,train
30,Grassland,477,1029,641055.0,5364225.0,B02_05,test
30,Grassland,1200,1136,642125.0,5356995.0,B06_05,train
30,Grassland,1573,1177,642535.0,5353265.0,B07_05,train
30,Grassland,1588,1180,642565.0,5353115.0,B07_05,train
30,Grassland,1305,505,635815.0,5355945.0,B06_02,train
30,Grassland,1601,650,637265.0,5352985.0,B08_03,train
30,Grassland,1361,597,636735.0,5355385.0,B06_02,train
30,Grassland,521,1021,640975.0,5363785.0,B02_05,test
30,Grassland,1728,1110,641865.0,5351715.0,B08_05,train
30,Grassland,1640,1281,643575.0,5352595.0,B08_06,test
30,Grassland,1649,1146,642225.0,5352505.0,B08_05,test
30,Grassland,1376,897,639735.0,5355235.0,B06_04,train
30,Grassland,1528,696,637725.0,5353715.0,B07_03,train
30,Grassland,733,1307,643835.0,5361665.0,B03_06,train
30,Grassland,1991,1060,641365.0,5349085.0,B09_05,train
30,Grassland,1256,997,640735.0,5356435.0,B06_04,train
30,Grassland,583,693,637695.0,5363165.0,B02_03,test
30,Grassland,1608,725,638015.0,5352915.0,B08_03,train
30,Grassland,2114,1163,642395.0,5347855.0,B10_05,train
30,Grassland,1117,677,637535.0,5357825.0,B05_03,train
30,Grassland,493,1057,641335.0,5364065.0,B02_05,train
30,Grassland,145,1006,640825.0,5367545.0,B00_05,train
30,Grassland,1985,1033,641095.0,5349145.0,B09_05,train
30,Grassland,851,897,639735.0,5360485.0,B04_04,train
30,Grassland,373,1106,641825.0,5365265.0,B01_05,train
30,Grassland,1591,977,640535.0,5353085.0,B07_04,train
30,Grassland,1758,646,637225.0,5351415.0,B08_03,test
30,Grassland,1298,1095,641715.0,5356015.0,B06_05,train
30,Grassland,1692,549,636255.0,5352075.0,B08_02,train
30,Grassland,1599,717,637935.0,5353005.0,B07_03,test
30,Grassland,1356,1322,643985.0,5355435.0,B06_06,test
30,Grassland,170,997,640735.0,5367295.0,B00_04,test
30,Grassland,1634,1277,643535.0,5352655.0,B08_06,train
30,Grassland,1369,632,637085.0,5355305.0,B06_03,train
30,Grassland,496,1188,642645.0,5364035.0,B02_05,train
30,Grassland,2029,1037,641135.0,5348705.0,B10_05,test
30,Grassland,2020,1169,642455.0,5348795.0,B10_05,test
30,Grassland,1633,965,640415.0,5352665.0,B08_04,train
30,Grassland,2098,1142,642185.0,5348015.0,B10_05,train
30,Grassland,785,619,636955.0,5361145.0,B03_03,test
30,Grassland,1626,1284,643605.0,5352735.0,B08_06,train
30,Grassland,1139,837,639135.0,5357605.0,B05_04,train
30,Grassland,425,936,640125.0,5364745.0,B02_04,train
30,Grassland,1861,1059,641355.0,5350385.0,B09_05,train
30,Grassland,1241,1292,643685.0,5356585.0,B06_06,test
30,Grassland,1275,1092,641685.0,5356245.0,B06_05,train
30,Grassland,578,1142,642185.0,5363215.0,B02_05,train
30,Grassland,621,789,638655.0,5362785.0,B03_03,train
30,Grassland,1573,452,635285.0,5353265.0,B07_02,train
30,Grassland,488,1205,642815.0,5364115.0,B02_06,train
30,Grassland,1531,679,637555.0,5353685.0,B07_03,train
30,Grassland,1446,1027,641035.0,5354535.0,B07_05,train
30,Grassland,2171,1134,642105.0,5347285.0,B10_05,train
30,Grassland,1257,1086,641625.0,5356425.0,B06_05,train
30,Grassland,1336,522,635985.0,5355635.0,B06_02,train
30,Grassland,1542,586,636625.0,5353575.0,B07_02,train
30,Grassland,417,1136,642125.0,5364825.0,B02_05,train
30,Grassland,1392,731,638075.0,5355075.0,B06_03,train
30,Grassland,1474,556,636325.0,5354255.0,B07_02,train
30,Grassland,991,667,637435.0,5359085.0,B04_03,train
30,Grassland,1689,1171,642475.0,5352105.0,B08_05,train
30,Grassland,1932,1061,641375.0,5349675.0,B09_05,train
30,Grassland,1664,1076,641525.0,5352355.0,B08_05,test
30,Grassland,1637,431,635075.0,5352625.0,B08_02,train
30,Grassland,1747,1395,644715.0,5351525.0,B08_06,test
30,Grassland,1314,694,637705.0,5355855.0,B06_03,train
30,Grassland,1741,637,637135.0,5351585.0,B08_03,train
30,Grassland,1202,1014,640905.0,5356975.0,B06_05,train
30,Grassland,1586,646,637225.0,5353135.0,B07_03,test
30,Grassland,823,482,635585.0,5360765.0,B04_02,test
30,Grassland,2151,1149,642255.0,5347485.0,B10_05,test
30,Grassland,1620,1374,644505.0,5352795.0,B08_06,test
30,Grassland,1614,1372,644485.0,5352855.0,B08_06,train
30,Grassland,2088,1179,642555.0,5348115.0,B10_05,train
30,Grassland,990,741,638175.0,5359095.0,B04_03,train
30,Grassland,601,1285,643615.0,5362985.0,B03_06,test
30,Grassland,1234,1282,643585.0,5356655.0,B06_06,train
30,Grassland,1419,722,637985.0,5354805.0,B07_03,train
30,Grassland,1757,371,634475.0,5351425.0,B08_01,train
30,Grassland,1139,1088,641645.0,5357605.0,B05_05,train
30,Grassland,1717,1124,642005.0,5351825.0,B08_05,train
30,Grassland,1624,1150,642265.0,5352755.0,B08_05,test
30,Grassland,1586,365,634415.0,5353135.0,B07_01,train
30,Grassland,674,888,639645.0,5362255.0,B03_04,train
30,Grassland,2095,1066,641425.0,5348045.0,B10_05,test
30,Grassland,1970,1067,641435.0,5349295.0,B09_05,train
30,Grassland,1555,1229,643055.0,5353445.0,B07_06,test
30,Grassland,2069,1162,642385.0,5348305.0,B10_05,test
30,Grassland,1532,1256,643325.0,5353675.0,B07_06,test
30,Grassland,1588,524,636005.0,5353115.0,B07_02,train
30,Grassland,1940,1073,641495.0,5349595.0,B09_05,test
30,Grassland,1993,1169,642455.0,5349065.0,B09_05,train
30,Grassland,1306,567,636435.0,5355935.0,B06_02,train
30,Grassland,1724,475,635515.0,5351755.0,B08_02,train
30,Grassland,1639,606,636825.0,5352605.0,B08_03,train
30,Grassland,451,1193,642695.0,5364485.0,B02_05,train
30,Grassland,369,964,640405.0,5365305.0,B01_04,test
30,Grassland,1192,1013,640895.0,5357075.0,B05_05,train
30,Grassland,1447,976,640525.0,5354525.0,B07_04,train
30,Grassland,1522,688,637645.0,5353775.0,B07_03,test
30,Grassland,181,985,640615.0,5367185.0,B00_04,train
30,Grassland,1648,900,639765.0,5352515.0,B08_04,train
30,Grassland,1587,1217,642935.0,5353125.0,B07_06,train
30,Grassland,784,1294,643705.0,5361155.0,B03_06,train
30,Grassland,1550,780,638565.0,5353495.0,B07_03,train
30,Grassland,1659,346,634225.0,5352405.0,B08_01,train
30,Grassland,1495,729,638055.0,5354045.0,B07_03,test
30,Grassland,685,779,638555.0,5362145.0,B03_03,train
30,Grassland,1641,438,635145.0,5352585.0,B08_02,train
30,Grassland,1599,650,637265.0,5353005.0,B07_03,test
30,Grassland,428,1145,642215.0,5364715.0,B02_05,train
30,Grassland,1729,486,635625.0,5351705.0,B08_02,train
30,Grassland,1554,680,637565.0,5353455.0,B07_03,train
30,Grassland,1624,548,636245.0,5352755.0,B08_02,train
30,Grassland,1705,1154,642305.0,5351945.0,B08_05,train
30,Grassland,570,1047,641235.0,5363295.0,B02_05,train
30,Grassland,554,980,640565.0,5363455.0,B02_04,train
30,Grassland,1262,588,636645.0,5356375.0,B06_02,train
30,Grassland,1470,909,639855.0,5354295.0,B07_04,train
30,Grassland,392,949,640255.0,5365075.0,B01_04,train
30,Grassland,344,1110,641865.0,5365555.0,B01_05,train
30,Grassland,1250,980,640565.0,5356495.0,B06_04,test
30,Grassland,1439,586,636625.0,5354605.0,B07_02,train
30,Grassland,434,1056,641325.0,5364655.0,B02_05,train
30,Grassland,1688,1420,644965.0,5352115.0,B08_07,test
30,Grassland,596,807,638835.0,5363035.0,B02_04,train
30,Grassland,1412,729,638055.0,5354875.0,B07_03,test
30,Grassland,621,931,640075.0,5362785.0,B03_04,train
30,Grassland,1176,780,638565.0,5357235.0,B05_03,train
30,Grassland,2014,1170,642465.0,5348855.0,B10_05,test
30,Grassland,315,1079,641555.0,5365845.0,B01_05,train
30,Grassland,1189,657,637335.0,5357105.0,B05_03,train
30,Grassland,877,628,637045.0,5360225.0,B04_03,train
30,Grassland,2116,1167,642435.0,5347835.0,B10_05,test
30,Grassland,640,854,639305.0,5362595.0,B03_04,test
30,Grassland,2052,1257,643335.0,5348475.0,B10_06,train
30,Grassland,327,1086,641625.0,5365725.0,B01_05,test
30,Grassland,404,993,640695.0,5364955.0,B02_04,train
30,Grassland,1797,1145,642215.0,5351025.0,B08_05,train
30,Grassland,1206,696,637725.0,5356935.0,B06_03,train
30,Grassland,1639,994,640705.0,5352605.0,B08_04,test
30,Grassland,1589,623,636995.0,5353105.0,B07_03,test
30,Grassland,1526,1147,642235.0,5353735.0,B07_05,train
30,Grassland,1472,736,638125.0,5354275.0,B07_03,train
30,Grassland,992,1389,644655.0,5359075.0,B04_06,train
30,Grassland,1932,1085,641615.0,5349675.0,B09_05,train
30,Grassland,2104,1236,643125.0,5347955.0,B10_06,train
30,Grassland,501,914,639905.0,5363985.0,B02_04,train
30,Grassland,166,940,640165.0,5367335.0,B00_04,train
30,Grassland,1805,1151,642275.0,5350945.0,B09_05,train
30,Grassland,1869,1330,644065.0,5350305.0,B09_06,train
30,Grassland,1554,1012,640885.0,5353455.0,B07_05,test
30,Grassland,933,695,637715.0,5359665.0,B04_03,train
30,Grassland,1928,1060,641365.0,5349715.0,B09_05,train
30,Grassland,1558,1129,642055.0,5353415.0,B07_05,test
30,Grassland,704,1330,644065.0,5361955.0,B03_06,train
30,Grassland,1500,699,637755.0,5353995.0,B07_03,test
30,Grassland,757,585,636615.0,5361425.0,B03_02,test
30,Grassland,587,711,637875.0,5363125.0,B02_03,train
30,Grassland,1584,360,634365.0,5353155.0,B07_01,train
30,Grassland,1334,649,637255.0,5355655.0,B06_03,test
30,Grassland,2031,1059,641355.0,5348685.0,B10_05,train
30,Grassland,280,1074,641505.0,5366195.0,B01_05,train
30,Grassland,613,919,639955.0,5362865.0,B03_04,train
30,Grassland,601,751,638275.0,5362985.0,B03_03,test
30,Grassland,1605,433,635095.0,5352945.0,B08_02,train
30,Grassland,1707,413,634895.0,5351925.0,B08_02,train
30,Grassland,569,1078,641545.0,5363305.0,B02_05,test
30,Grassland,1296,369,634455.0,5356035.0,B06_01,train
30,Grassland,825,652,637285.0,5360745.0,B04_03,train
30,Grassland,690,984,640605.0,5362095.0,B03_04,test
30,Grassland,1915,1348,644245.0,5349845.0,B09_06,test
30,Grassland,492,1099,641755.0,5364075.0,B02_05,train
30,Grassland,1021,1253,643295.0,5358785.0,B05_06,train
30,Grassland,1093,656,637325.0,5358065.0,B05_03,test
30,Grassland,1679,644,637205.0,5352205.0,B08_03,train
30,Grassland,2029,1179,642555.0,5348705.0,B10_05,test
30,Grassland,946,1182,642585.0,5359535.0,B04_05,train
30,Grassland,2029,1226,643025.0,5348705.0,B10_06,test
30,Grassland,1712,412,634885.0,5351875.0,B08_02,test
30,Grassland,1690,994,640705.0,5352095.0,B08_04,train
